# Document parsed from: List_of_Business_Partners.xlsx

## Page 1

|#|BP Code|DSL Code|Old SAP Code|Group|District|BP Name|Tem Suspended|BP Type|Contact Person|Other Name|Price List|Route Code|Town|Adress|Federal Tax ID|
|335|ELCA10335|JFJ021|JFJ005|100|Jaffna|THARNIKA MOTORS|N|C|MR. S. AKINDRAN||Wholesale Price||Jaffna|||
|336|ELCA10336|JFJ004|JFJ008|100|Jaffna|TRACTOR SPARES.(CASH)|N|C|MISS.GAAYATHERI||Wholesale Price||Jaffna|||
|337|ELCA10337|JFJ019|JFJ019|100|Jaffna|SIVALINGAM MOTORS|N|C|||Wholesale Price||Jaffna|||
|338|ELCA10338|JFJ023|JFJ023|100|Jaffna|Seker Motors - Jaffna.|N|C|||Wholesale Price||Jaffna|||
|339|ELCA10339|JFJ025|JFJ024|100|Jaffna|N.S.T MOTORS (PVT) LIMITED|N|C|MR.T VIPULANANDAN||Wholesale Price||Jaffna|||
|340|ELCA10340|JFK001|JFK001|100|Jaffna|CTB KONDAVIL DEPOT|N|C|||Wholesale Price||Kondavil||409006671-7000|
|341|ELCA10341|JFK004|JFK004|100|Jaffna|SRI LANKA TRANSPORT BOARD 58|N|C|||Wholesale Price||Karainagar|||
|342|ELCA10342|JFK005|JFK005|100|Jaffna|S.L.T.B KONDAVIL DEPOT|N|C|||Wholesale Price||Kondavil||409006671-7000|
|343|ELCA10343|JFN001|JFN001|100|Jaffna|SANNITHIYAN MOTOR HOUSE|N|C|MR. K . SANMUGAVASEEHARAN||Wholesale Price||Nelliady|||
|344|ELCA10344|JFP001|JFP001|100|Jaffna|S.L.T.B POINT PEDRO DEPOT|N|C|||Wholesale Price||Point Pedro||409006671-7000|
|345|ELCA10345|KDA001|KDA002|100|Kandy|SHAMAL MOTORS.|N|C|||Wholesale Price||Ambatenna|||
|346|ELCA10346|KDA006|KDA005|100|Kandy|MANEL TRADE CENTER.|Y|C|MR.MANEL KUMARA.||Wholesale Price||Ambatenna|||
|347|ELCA10347|KDA004|KDA010|100|Kandy|ARUNASIRI MOTORS|N|C|MR.ARUNA RAVINDRA||Wholesale Price|||||
|348|ELCA10348|KDG001|KDG015|100|Kandy|MANGALA MOTORS|N|C|MR.SUNIL||Wholesale Price||Gampola|||
|349|ELCA10349|KDG018|KDG018|100|Kandy|CTB GAMPOLA DEPOT|Y|C|||Wholesale Price||Gampola||409006671-7000|
|350|ELCA10350|KDG028|KDG028|100|Kandy|THILANKA MOTORS & DISTRIBUTORS (PVT) LTD|N|C|||Wholesale Price||Gampola|||
|351|ELCA10351|KDG006|KDG030|100|Kandy|ZZFIAT MAMA MOTORS|Y|C|MR.SANGARALINGAM||Wholesale Price||Gampola|||
|352|ELCA10352|KDK005|KDK017|100|Kandy|NEW UNION MOTORS (PVT) LTD.|N|C|MR.FOROS||Wholesale Price||Kandy|||
|353|ELCA10353|KDK073|KDK026|100|Kandy|KODITHUWAKKU MOTORS|N|C|MR.K.K.S.KODITHUWAKKU||Wholesale Price||Kandy|||
|354|ELCA10354|KDK042|KDK031|100|Kandy|WIJAYA MOTOR TRADERS|Y|C|||Wholesale Price||Kandy|||
|355|ELCA10355|KDK044|KDK044|100|Kandy|CTB KANDY NORTH DEPOT|Y|C|||Wholesale Price||Kandy||409006671-7000|
|356|ELCA10356|KDK045|KDK045|100|Kandy|CTB KANDY SOUTH DEPOT|Y|C|||Wholesale Price||Kandy||409006671-7000|
|357|ELCA10357|KDK008|KDK050|100|Kandy|INDRA MOTOR SPARES(PVT)LTD.|N|C|MR.VAJRA||Wholesale Price||Kandy||114302864-7000|
|358|ELCA10358|KDK003|KDK056|100|Kandy|SISIRA MOTORS (PVT) LTD.|N|C|MR.KANDEGOLLA||Wholesale Price||Kandy|||
|359|ELCA10359|KDK057|KDK057|100|Kandy|OTOMO BRAKE LINER WORKS|N|C|||Wholesale Price||Kandy|||
|360|ELCA10360|KDK068|KDK068|100|Kandy|CTB Regional Office -Kandy|N|C|||Wholesale Price||Kandy||409006671-7000|
|361|ELCA10361|KDK076|KDK076|100|Kandy|MADUSHAN ENTERPRISES|Y|C|MR.P.M.R ANURA BANDARA||Wholesale Price||Kandy|||
|362|ELCA10362|KDK002|KDK078|100|Kandy|JANATHA ENTERPRISES|Y|C|MR. PERIYASAMY||Wholesale Price||Kandy|||
|363|ELCA10363|KDK001|KDK085|100|Kandy|ZEENA MOTOR HOUSE|Y|C|MR.AZMY||Wholesale Price||Kandy|||
|364|ELCA10364|KDK004|KDK089|100|Kandy|S.K.D.MOTORS (PVT) LTD.|N|C|MR.KELUM||Wholesale Price||Kandy|||
|365|ELCA10365|KDK006|KDK090|100|Kandy|RAMITHA MOTORS|Y|C|WASANTHA WAKWELLA||Wholesale Price||Kandy|||
|366|ELCA10366|KDK077|KDK123|100|Kandy|GANGA MOTORS (PVT) LIMITED|Y|C|KDK123||Wholesale Price||Kandy|||
|367|ELCA10367|KDY002|KDK126|100|Kandy|S.L.T.B YATINUWARA DEPOT|N|C|||Wholesale Price||Yatinuwara||409006671-7000|
|368|ELCA10368|KDK075|KDK128|100|Kandy|S.L.T.B KANDY SOUTH DEPOT|Y|C|||Wholesale Price||Kandy||409006671-7000|
|369|ELCA10369|KDK074|KDK130|100|Kandy|S.L.T.B KANDY NORTH DEPOT|N|C|||Wholesale Price||Kandy||409006671-7000|
|370|ELCA10370|KDK142|KDK142|100|Kandy|G.M.K ENTERPRISES|N|C|MR.H.H.M.C.K.B HAPUKOTUWA||Wholesale Price||Kandy|||
|371|ELCA10371|KDM002|KDM003|100|Kandy|RAZY MOTORS|Y|C|MR.FAEER||Wholesale Price||Madawala|||
|372|ELCA10372|KDN001|KDN001|100|Kandy|CTB NAWALAPITIYA DEPOT|N|C|||Wholesale Price||Nawalapitiya||409006671-7000|
|373|ELCA10373|KDN010|KDN010|100|Kandy|S.L.T.B NAWALAPITIYA DEPOT|Y|C|||Wholesale Price||Nawalapitiya||409006671-7000|
|374|ELCA10374|KDP011|KDP012|100|Kandy|NEGAMBO MOTORS|N|C|MR.ROHAN||Wholesale Price||Peradeniya|||
|375|ELCA10375|KDP027|KDP020|100|Kandy|KURUNEGALA MOTORS|Y|C|MR.U.R.P WEJERATHNA||Wholesale Price||Peradeniya|||
|376|ELCA10376|KDP007|KDP025|100|Kandy|AKEESHA ENTERPRISES (PVT) LTD|Y|C|MRS.K.U.SAMARASINGHE||Wholesale Price||Peradeniya|||
|377|ELCA10377|KDP026|KDP026|100|Kandy|DERANA MOTOR TRADERS|Y|C|MR.H.M.S.A HERATH||Wholesale Price||Pilimathalawa|||
|378|ELCA10378|KDP002|KDP037|100|Kandy|SUMEDHA MOTORS|N|C|S.KARUNARATHNA||Wholesale Price||Peradeniya|||
|379|ELCA10379|KDD002|KDR0005|100|Kandy|NEW INDIKA MOTORS|Y|C|||Wholesale Price||Digana|||
|380|ELCA10380|KDR001|KDR004|100|Kandy|S.M.K.MOTORS|Y|C|MR.S.M.K.AMARAKOON||Wholesale Price||Rajawella|||
|381|ELCA10381|KDR006|KDR006|100|Kegalle|OMEGA MOTORS|N|C|MR.VIJITHA||Wholesale Price||Rambukkana|||
|382|ELCA10382|KDR008|KDR008|100|Kandy|ZZWIJAYA MOTORS|Y|C|MR. NAMAL DISANAYAKE||Wholesale Price||Rajawella|||
|383|ELCA10383|KDT005|KDT005|100|Kandy|CTB THELDENIYA DEPOT|N|C|||Wholesale Price||Theldeniya||409006671-7000|
|384|ELCA10384|KDT001|KDT007|100|Kandy|S.M.R. MOTORS.|Y|C|MR.UPALI||Wholesale Price||Theldeniya|||
|385|ELCA10385|KDU002|KDU002|100||CTB Ududumbara Depot|Y|C|||Wholesale Price||||409006671-7000|
|386|ELCA10386|KDW005|KDW005|100|Kandy|CTB WATTEGAMA DEPOT|N|C|||Wholesale Price||Wattegama||409006671-7000|
|387|ELCA10387|KDW001|KDW009|100||SITHMINA MOTORS|N|C|||Wholesale Price|||||
|388|ELCA10388|KDW010|KDW010|100|Kandy|S.L.T.B WATTEGAMA DEPOT|N|C|||Wholesale Price||Wattegama||409006671-7000|
|389|ELCA10389|KDY001|KDY001|100|Kandy|CTB YATINUWARA DEPOT|N|C|||Wholesale Price||Yatinuwara||409006671-7000|
|390|ELCA10390|KGD001|KGD003|100|Kegalle|K.K.A.R.KUMARASINGHE & SONS|N|C|MR.PRADEEP||Wholesale Price|R06 - Ruwanwella|Dehiowita|||
|391|ELCA10391|KGD008|KGD008|100|Kegalle|S.L.T.B DERANIYAGALA DEPOT.|Y|C|||Wholesale Price||Deraniyagala||409006671-7000|
|392|ELCA10392|KGK001|KGK010|100|Kegalle|KEGALU MOTOR STORES|N|C|MR.SOMSUDEEN||Wholesale Price||Kegalle|||
|393|ELCA10393|KGK011|KGK011|100|Kegalle|CTB KEGALLE DEPOT|N|C|||Wholesale Price||Kegalle||409006671-7000|
|394|ELCA10394|KGK021|KGK021|100|Kegalle|S.L.T.B KEGALLE DEPOT|N|C|||Wholesale Price||Kegalle||409006671-7000|
|395|ELCA10395|KGK022|KGK022|100|Kegalle|SANJEEWA AUTO SPARES (PVT)|N|C|||Wholesale Price||Kegalle||114323047-7000|
|396|ELCA10396|KGK019|KGK023|100|Kegalle|J.W AUTO SPARES|N|C|MR.A.R.J.C.B ETEMPAWALA||Wholesale Price||Kegalle|||
|397|ELCA10397|KGM011|KGM011|100|Kegalle|CTB MAWANELLA DEPOT|N|C|MR. SHANTHA DAYARATHNA||Wholesale Price||Mawanella||409006671-7000|
|398|ELCA10398|KGM010|KGM014|100|Kegalle|WASANTHA MOTORS|N|C|MR.WASANTHA||Wholesale Price||Mawanella|||
|399|ELCA10399|KGM020|KGM020|100|Kegalle|NILANTHA MOTORS|N|C|MR. NILANTHA DE SILVA||Wholesale Price||Mawanella|||
|400|ELCA10400|KGM019|KGM021|100|Kegalle|S.L.T.B MAWANELLA DEPOT|Y|C|||Wholesale Price||Mawanella||409006671-7000|
|401|ELCA10401|KGR006|KGR006|100|Kegalle|CTB RAMBUKKANA DEPOT|N|C|||Wholesale Price||Rambukkana||409006671-7000|
|402|ELCA10402|KGR014|KGR014|100|Kegalle|S.L.T.B REGIONAL OFFICE|N|C|||Wholesale Price||Rambukkana||409006671-7000|
|403|ELCA10403|KGW008|KGW008|100|Kegalle|K.I.S. MOTORS|N|C|||Wholesale Price||Warakapola|||
|404|ELCA10404|KGY002|KGY004|100|Kegalle|NUWANSIRI MOTORS|N|C|MR.WIMAL||Wholesale Price|R06 - Ruwanwella|Yatiyanthota|||
|405|ELCA10405|KIK003|KIK003|100|Kegalle|APPAN HARDWARE|N|C|MR.KANGESWARAN||Wholesale Price|||||
|406|ELCA10406|KIK004|KIK004|100|Kegalle|S.L.T.B KILINOCHCHI DEPOT|N|C|||Wholesale Price||||409006671-7000|
|407|ELCA10407|KLA013|KLA013|100|Kalutara|AGALAWATHTHA MOTORS|Y|C|M.A.C.J. KUMARA||Wholesale Price||Agalawaththa|||
|408|ELCA10408|KLB008|KLB012|100||KUMARA MOTOR STORES|N|C|MR.SILVA||Wholesale Price|||||
|409|ELCA10409|KLB038|KLB013|100|Kalutara|AGALAWATTA MOTORS & TYRE WORKS|N|C|MR.P MALLAWARACHCHI||Wholesale Price||Bulathsinhala|||
|410|ELCA10410|KLB010|KLB025|100|Kalutara|LAHIRU MOTORS|N|C|MR.SIRIPALA||Wholesale Price||Bulathsinhala|||
|411|ELCA10411|KLB019|KLB035|100|Kalutara|SANJEEWA MOTORS|N|C|MR.T.S.MENDIS||Wholesale Price||Badugama|||
|412|ELCA10412|KLH001|KLH014|100|Kalutara|BHANUKA MOTOR TRADERS|N|C|MR.HEMACHANDRA||Wholesale Price||Horana|||
|413|ELCA10413|KLH003|KLH015|100||NEW SAMUDAYA MOTOR STORES|N|C|MR.HEMACHANDRA||Wholesale Price|||||
|414|ELCA10414|KUI001|KLI005|100|Kalutara|RANJEEWA MOTOR STORES|N|C|MR.K. RANJEEWA.||Wholesale Price||Ingiriya|||
|415|ELCA10415|KLM008|KLK004|100|Kalutara|NEW CITY CYCLE WORKS|N|C|MR.NIMAL||Wholesale Price||Matugama|||
|416|ELCA10416|KLK001|KLK005|100|Kalutara|PERERA MOTORS|N|C|MR.GIHAN||Wholesale Price||Kalutara|||
|417|ELCA10417|RPK001|KLK007|100|Ratnapura|BROADWAY MOTORS|Y|C|A.S.M.FARIS||Wholesale Price||Kahawatta|||
|418|ELCA10418|KLK002|KLK008|100|Kalutara|SIRIWARDANA MOTOR STORES|N|C|T.A.K.SIRIWARDANA.||Wholesale Price||Kalutara South|||
|419|ELCA10419|KLK009|KLK012|100|Kalutara|DAKSHINA LANKA DISTRIBUTERS|N|C|MR.NIMAL SILVA||Wholesale Price||Kaluthara South|||
|420|ELCA10420|KLK021|KLK021|100|Kalutara|CTB Regional Office -Kalutara|N|C|MR.PREMALAL||Wholesale Price||Kalutara||409006671-7000|
|421|ELCA10421|KLK024|KLK024|100|Kalutara|S.L.T.B REGIONAL OFFICE|N|C|||Wholesale Price||Kalutara||409006671-7000|
|422|ELCA10422|KLM013|KLM007|100|Kalutara|ISURU MOTOR SPARES.|N|C|MR.WICRRAMARACHCHI||Wholesale Price||Matugama|||
|423|ELCA10423|KLM003|KLM012|100|Kalutara|LAKSIRI AUTO SPARES|Y|C|C.E.UBAYASIRI||Wholesale Price||Matugama|||
|424|ELCA10424|KLM016|KLM016|100|Kalutara|A C MOTORS|N|C|MR. CHANDRASIRI||Wholesale Price||Matugama|||
|425|ELCA10425|KLM020|KLM020|100|Kalutara|JAGATH MOTORS|Y|C|MR. W\.K.D. PERERA||Wholesale Price||Matugama||1142891167-7000|
|426|ELCA10426|KLM031|KLM031|100|Kalutara|NEW LEYLAND HOUSE|N|C|MR.B.K JAYALATH||Wholesale Price||Matugama|||
|427|ELCA10427|KLP001|KLP004|100|Kalutara|HASITHA MOTORS (PVT) LTD|N|C|RAVINDRA GUNARATHNA.||Wholesale Price|R04 - Panadura|Panadura||114486051-7000|
|428|ELCA10428|KLP021|KLP021|100|Kalutara|S S MOTORS|Y|C|MR. M.S.M. SABRY||Wholesale Price|R04 - Panadura|Panadura|||
|429|ELCA10429|KLP002|KLP023|100|Kalutara|K.N.PERERA & SONS|N|C|K.V.C.PERERA||Wholesale Price|R04 - Panadura|Panadura|||
|430|ELCA10430|KLP024|KLP030|100|Kalutara|KUMARA TYRE CENTER|N|C|KLP020||Wholesale Price||Pelawatta|||
|431|ELCA10431|KLP036|KLP036|100|Kalutara|HASITHA MOTORS INDIA(PVT)LTD|Y|C|||Wholesale Price|R04 - Panadura|Panadura|||
|432|ELCA10432|KLP023|KLP042|100|Kalutara|S.L.T.B PANADURA DEPOT|Y|C|||Wholesale Price|R04 - Panadura|Panadura||409006671-7000|
|433|ELCA10433|KUA001|KUA003|100|Kurunegala|ORIENT MOTOR CENTER|N|C|MR.JAYAWEERA||Wholesale Price||Alawwa|||
|434|ELCA10434|KUA005|KUA005|100|Kurunegala|CTB ALAWWA DEPOT|Y|C|||Wholesale Price||Alawwa||409006671-7000|
|435|ELCA10435|KUB007|KUB009|100|Kurunegala|SONIC MOTORS|N|C|S.M.AJANTHA||Wholesale Price||Bingiriya|||
|436|ELCA10436|KUD003|KUD003|100|Kurunegala|Indika Motors - Dambadeniya|N|C|||Wholesale Price||Dambadeniya|||
|437|ELCA10437|KUG008|KUG008|100|Kurunegala|CTB GALGAMUWA DEPORT|N|C|MR.A.G.INDIKA||Wholesale Price||Galgamuwa||409006671-7000|
|438|ELCA10438|KUG009|KUG009|100|Kurunegala|CTB GIRIULLA DEPOT|N|C|||Wholesale Price||Giriulla||409006671-7000|
|439|ELCA10439|KUG014|KUG018|100|Kurunegala|SUN CITY MOTORS|N|C|MR. MOHOMMAD NIHARDEEN||Wholesale Price||Galgamuwa|||
|440|ELCA10440|KUG019|KUG019|100|Kurunegala|S.L.T.B GALGAMUWA DEPOT|Y|C|||Wholesale Price||Galgamuwa||409006671-7000|
|441|ELCA10441|KUG016|KUG024|100|Kurunegala|MANOJ MOTORS|N|C|MR.A.SUMATHIPALA||Wholesale Price||Gokarella|||
|442|ELCA10442|KUK030|KUK011|100||KARIES AUTO MOTORS.|N|C|MR.A.SUMATHIPALA||Wholesale Price|||||
|443|ELCA10443|KUK005|KUK014|100|Kurunegala|SILVA MOTOR HOUSE|Y|C|||Wholesale Price||Kuliyapitiya||409121438-7000|
|444|ELCA10444|KUK024|KUK024|100|Kurunegala|ARUNA AUTO SPARES|N|C|||Wholesale Price||Kurunegala|||
|445|ELCA10445|KUK039|KUK039|100|Kurunegala|S.L.T.B KULIYAPITIYA DEPOT|N|C|SAMAN KUMARA||Wholesale Price||Kuliyapitiya||409006671-7000|
|446|ELCA10446|KUK040|KUK040|100||CTB KURUNEGALA NORTH DEPOT|Y|C|||Wholesale Price||||409006671-7000|
|447|ELCA10447|KUK041|KUK041|100|Kurunegala|CTB KURUNEGALA SOUTH DEPOT|N|C|||Wholesale Price||Kurunegala||409006671-7000|
|448|ELCA10448|KUK038|KUK044|100|Kurunegala|UPALI MOTOR STORES|Y|C|||Wholesale Price||Kurunegala|||
|449|ELCA10449|KUK046|KUK046|100|Matale|M K A AHAMED MOHIDEEN(PVT)LTD|N|C|||Wholesale Price||Kurunegala|||
|450|ELCA10450|KUK048|KUK048|100|Kurunegala|NEW SOMASIRI MOTORS|N|C|MR. D.A. DAYAL INDIKA||Wholesale Price||Kandanegedare|||
|451|ELCA10451|KUK053|KUK053|100|Kurunegala|SHAN MOTORS|N|C|KUK053||Wholesale Price||Kurunegala|||
|452|ELCA10452|KUK058|KUK058|100|Kurunegala|KUMARA MORTOR TRADERS|Y|C|MR. P. GUNASIRI||Wholesale Price||Kurunegala|||
|453|ELCA10453|KUK063|KUK063|100|Kurunegala|S.L.T.B. REGIONAL OFF WAYAMBA|N|C|||Wholesale Price||Kurunegala||409006671-7000|
|454|ELCA10454|KUK064|KUK064|100|Kurunegala|S.L.T.B KURUNEGALA DEPOT|N|C|||Wholesale Price||Kurunegala||409006671-7000|
|455|ELCA10455|KUK065|KUK065|100|Kurunegala|SL.T.B KURUNEGALA DEPOT|N|C|||Wholesale Price||Kurunegala|||
|456|ELCA10456|KUK069|KUK069|100|Kurunegala|S.L.T.B KURUNAGALA REGIONAL WS|Y|C|||Wholesale Price||Kurunegala||409006671-7000|
|457|ELCA10457|KUK026|KUK073|100|Kurunegala|RATHNAYAKA MOTORS|Y|C|||Wholesale Price||Kurunegala|||
|458|ELCA10458|KUK002|KUK085|100|Kurunegala|SOLANGA ARACHCHI MOTOR STORES|Y|C|MR.NANDU||Wholesale Price||Kuliyapitiya|||
|459|ELCA10459|KUK008|KUK095|100|Kurunegala|RISARA MOTOR TRADERS (PVT) LTD|N|C|MR.RATHNAYAKA||Wholesale Price||Kurunegala||114613150-7000|
|460|ELCA10460|KUK011|KUK096|100|Kurunegala|MUHANDIREM MOTOR STORES|Y|C|MR.KADAR||Wholesale Price||Kurunegala|||
|461|ELCA10461|KUH004|KUK102|100|Kurunegala|JEEWANTHA MOTORS|Y|C|MR. R. CHANDRASENA||Wholesale Price||Hiripitiya|||
|462|ELCA10462|KUK061|KUK113|100|Kurunegala|NEW ARUNA MOTORS|N|C|B.H.N.M.P. PEMARATHNA||Wholesale Price||Kuliyapitiya|||
|463|ELCA10463|KUK070|KUK148|100|Kurunegala|E.F.I.AUTO SPARES|N|C|||Wholesale Price||Kurunegala|||
|464|ELCA10464|KUK067|KUK150|100|Kurunegala|JEEWA MOTORS|Y|C|MR.S.AJ.C JAYASINGHE||Wholesale Price||Katupotha|||
|465|ELCA10465|KUK151|KUK151|100|Kurunegala|RAYIN MOTORS|Y|C|MR.N WANAGURU||Wholesale Price||Kurunegala||100889650-7000|
|466|ELCA10466|KUM001|KUM001|100|Kurunegala|THUSITHA TYRE HOUSE.|N|C|MR.EKANAYAKE||Wholesale Price||Mahawa|||
|467|ELCA10467|KUM008|KUM008|100|Kurunegala|DAMINDA MOTORS & TYRE CENTRE|Y|C|MR. A.L.G. WIJEDASA||Wholesale Price|||||
|468|ELCA10468|KUM022|KUM019|100|Kurunegala|DIMARK MOTORS|N|C|MR.JAYALATH||Wholesale Price||Melsiripura|||
|469|ELCA10469|KUM021|KUM021|100|Kurunegala|EKANAYAKA BROTHERS|Y|C|MR.EKANAYAKA||Wholesale Price||Melsiripura|||
|470|ELCA10470|KUM024|KUM032|100|Kurunegala|DINAL MOTORS|N|C|||Wholesale Price||Melsiripura|||
|471|ELCA10471|KUN008|KUN0017|100|Kurunegala|CHANDANA MOTORS|Y|C|MR.W\.P.M.PRADEEP||Wholesale Price||Nikaweratiya|||
|472|ELCA10472|KUN006|KUN004|100|Kurunegala|VARUSAI MOTOR STORES|N|C|||Wholesale Price||Nikaweratiya|||
|473|ELCA10473|KUN001|KUN005|100|Kurunegala|WEERASINGHE AUTO SERVICE.|N|C|W\.M.M.ROSHANI||Wholesale Price||Nikaweratiya|||
|474|ELCA10474|KUN010|KUN024|100|Kurunegala|SACHINI MOTORS|Y|C|MR.D.G.K.PUNCHIHEWA||Wholesale Price||Nikadalupotha|||
|475|ELCA10475|KUN023|KUN029|100|Kurunegala|MUDITHA MOTORS|N|C|MR.HARSHA||Wholesale Price||Nikaweratiya|||
|476|ELCA10476|KUN037|KUN037|100|Kurunegala|W\.M.K AUTO PARTS|N|C|KUN037||Wholesale Price||Narammala|||
|477|ELCA10477|KUP006|KUP013|100|Kurunegala|ABERATHNE MOTOR HOUSE|Y|C|MR.UPUL NISHANTHA||Wholesale Price|R10 - Pannala|Pannala|||
|478|ELCA10478|KUP008|KUP014|100|Kurunegala|SENURA MOTORS|Y|C|MR.M.M.M.L. MARASINGHE.||Wholesale Price|R10 - Pannala|Pannala|||
|479|ELCA10479|KUR003|KUR005|100|Kurunegala|NITO BRAKE LINERS|N|C|MR.SARATH||Wholesale Price||Rideegama|||
|480|ELCA10480|KUU001|KUU006|100|Kurunegala|JAYATHUNGA ENTERPRISES|Y|C|MR. K.M.N. JAYATHUNGA||Wholesale Price||Uhumeeya|||
|481|ELCA10481|KUW001|KUW005|100|Kurunegala|COSTA MOTORS (PVT)LTD.|N|C|MR.COSTA||Wholesale Price||Wariyapola|||
|482|ELCA10482|KUW009|KUW009|100|Kurunegala|CTB WARIYAPOLA DEPOT|N|C|||Wholesale Price||Wariyapola||409006671-7000|
|483|ELCA10483|KUW013|KUW013|100|Kurunegala|NIRANDA MOTORS|N|C|MR. G. NIMAL||Wholesale Price||Wariyapola|||
|484|ELCA10484|KUW015|KUW015|100|Kurunegala|S.L.T.B WARIYAPOLA DEPOT.|Y|C|||Wholesale Price||Wariyapola||409006671-7000|
|485|ELCA10485|KUW016|KUW016|100|Kurunegala|PARAGON MOTORS|Y|C|KUW016||Wholesale Price||Wariyapola|||
|486|ELCA10486|MGB004|MGB001|100|Moneragala|BIBILE MOTORS|Y|C|MR.SOMASIRI||Wholesale Price||Bibile|||
|487|ELCA10487|C10054|MGB002|100|Colombo|A.M.S. MOTORS|Y|C|MR. N.N. HERATH||Wholesale Price|R01 - Colombo|Colombo 10|||
|488|ELCA10488|MGB006|MGB006|100|Moneragala|SAMAN MOTORS|N|C|MR. PALITHA WEERASINGHA||Wholesale Price||Buttala|||
|489|ELCA10489|MGB005|MGB011|100|Moneragala|ISURUMALI MOTORS|N|C|MR.BANDARA||Wholesale Price||Buttala|||
|490|ELCA10490|MGK001|MGK001|100|Moneragala|CTB KATARAGAMA DEPOT|Y|C|||Wholesale Price||Katharagama||409006671-7000|
|491|ELCA10491|MGK004|MGK004|100|Moneragala|S.L.T.B 59 KATHARAGAMA DEPOT|N|C|||Wholesale Price||Katharagama||409006671-7000|
|492|ELCA10492|MGK005|MGK005|100|Moneragala|S.L.T.B KATARAGAMA DEPOT|N|C|||Wholesale Price||Katharagama||409006671-7000|
|493|ELCA10493|MGM001|MGM0008|100|Moneragala|SITHMINA MOTORS|N|C|MGM0008||Wholesale Price||Monaragala|||
|494|ELCA10494|MGM005|MGM0010|100|Moneragala|SHABI LANKA ENTERPRISES|Y|C|MR.M.M.S.KUMARA||Wholesale Price||Moneragala|||
|495|ELCA10495|MGM002|MGM004|100|Moneragala|PATHINAYAKE MOTORS.|N|C|MR.CHAMINDA||Wholesale Price||Moneragala|||
|496|ELCA10496|MGM008|MGM008|100|Moneragala|RUHUNU MOTOR STORES- CASH ONLY|N|C|MR. H.K.C. PRIYADARSHANA||Wholesale Price||Moneragala|||
|497|ELCA10497|MGM009|MGM009|100|Moneragala|CTB MONARAGALA DEPOT|N|C|||Wholesale Price||Moneragala||409006671-7000|
|498|ELCA10498|MGM010|MGM010|100|Moneragala|S.L.T.B MONARAGALA DEPOT|N|C|MR.M.M.S.KUMARA||Wholesale Price||Moneragala||409006671-7000|
|499|ELCA10499|MGM017|MGM017|100|Moneragala|S.L.T.B MONARAGALA DEPOT|N|C|||Wholesale Price||Moneragala||409006671-7000|
|500|ELCA10500|MGS003|MGS003|100|Moneragala|P.R.R MOTOR|Y|C|MR.P.R.R.A KUMARA||Wholesale Price||Siyambalanduwa|||
|501|ELCA10501|MGT001|MGT001|100|Moneragala|CTB THANAMALVILA DEPOT|Y|C|||Wholesale Price||Thanamalvila||409006671-7000|
|502|ELCA10502|MGT002|MGT002|100|Moneragala|S.L.T.B THANAMALWILA DEPOT|N|C|||Wholesale Price||Thanamalvila||409006671-7000|
|503|ELCA10503|MGW002|MGW0007|100|Moneragala|JAYALANKA MOTORS|N|C|MGW0007||Wholesale Price||Wellawaya|||
|504|ELCA10504|MGW005|MGW0012|100|Moneragala|UREKA AUTO MART|N|C|MR.T.N.K.WEDIWELA.||Wholesale Price||Wellawaya|||
|505|ELCA10505|MGW006|MGW006|100|Moneragala|SAMAN MOTORS|Y|C|MR.RUPASINGHE||Wholesale Price||Wellawaya|||
|506|ELCA10506|MGW007|MGW007|100|Moneragala|CTB WELLAWAYA DEPOT|N|C|MR.JAYATISSA||Wholesale Price||Wellawaya||409006671-7000|
|507|ELCA10507|MGW012|MGW012|100|Moneragala|S.L.T.B WELLAWAYA DEPOT|Y|C|MR.T.N.K.WEDIWELA.||Wholesale Price||Wellawaya||409006671-7000|
|508|ELCA10508|MLD009|MLD009|100||CTB DAMBULLA DEPOT|N|C|MR.T.N.K.WEDIWELA.||Wholesale Price||||409006671-7000|
|509|ELCA10509|MLD001|MLD010|100|Matale|DEEPTHI MOTORS(PVT)LTD.|N|C|D.L.S.ALAWATHTHA.||Wholesale Price||Dambulla||114133299-7000|
|510|ELCA10510|MLD003|MLD013|100|Matale|AUTOWIN MOTORS(PVT)LTD.|N|C|D.S.JAYAWICKRAMA.||Wholesale Price||Dambulla|||
|511|ELCA10511|MLD002|MLD015|100|Matale|MANCHANAYAKE MOTOR STORES|N|C|MR.MANCHANAYAKE||Wholesale Price||Dambulla|||
|512|ELCA10512|MLD008|MLD019|100|Matale|KUMUDU MOTORS|Y|C|MR.K.G.P.PRIYANKARA||Wholesale Price||Dambulla|||
|513|ELCA10513|MLM029|MLM0029|100|Matale|ZZS.K.MOTORS|Y|C|MR. BANDARA RANATHUNGA||Wholesale Price||Matale|||
|514|ELCA10514|MLM003|MLM003|100|Matale|MATALE AUTO HOUSE.|N|C|MR.SULGICAR||Wholesale Price||Matale|||
|515|ELCA10515|MLM005|MLM005|100|Matale|SAINUL DEEN'S|N|C|MR.SHIFAN||Wholesale Price||Matale|||
|516|ELCA10516|MLM004|MLM011|100|Matale|SIDDEQUE ENTERPRISES|N|C|MR.HALEEMDEEN||Wholesale Price||Matale|||
|517|ELCA10517|MLM001|MLM017|100|Matale|NAUSHARD MOTORS|N|C|MR.RIZAD||Wholesale Price||Matale|||
